UNIQUE_ID,STATE,CITY,METRO,HOLC_GRADE,HOLC_ID,REGION,ADS_TYPE,P_BLACK,P_FB,FB_GROUP,OCC_CLASS,MID_INC,MID_AGE,REPAIR,MORT_AV,MORT_FHA,BLACK_TXT,FB_TXT,OCC_TXT,INC_TXT,AGE_TXT,REPAIR_TXT,MORT_TXT,B_FLAG,FB_FLAG,INC_FLAG,AGE_FLAG,FB_ME,INC_ME,AGE_ME
FL_StPetersburg_C11,FL,St. Petersburg,Tampa-St. Petersburg,C,C11,S,early37,0,0,NA,Other_NA,1764.7370305079864,3115.9416744857863,Other_NA,Other_NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,146.6384291672298,552.4009955991373
FL_StPetersburg_C12,FL,St. Petersburg,Tampa-St. Petersburg,C,C12,S,early37,0,0,NA,Other_NA,1764.7370305079864,3115.9416744857863,Other_NA,Other_NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,146.6384291672298,552.4009955991373
FL_StPetersburg_C13,FL,St. Petersburg,Tampa-St. Petersburg,C,C13,S,early37,0,0,NA,Other_NA,1764.7370305079864,3115.9416744857863,Other_NA,Other_NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,146.6384291672298,552.4009955991373
FL_StPetersburg_C14,FL,St. Petersburg,Tampa-St. Petersburg,C,C14,S,early37,0,0,NA,Other_NA,1764.7370305079864,3115.9416744857863,Other_NA,Other_NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,146.6384291672298,552.4009955991373
FL_StPetersburg_C15,FL,St. Petersburg,Tampa-St. Petersburg,C,C15,S,early37,0,0,NA,Other_NA,1764.7370305079864,3115.9416744857863,Other_NA,Other_NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,146.6384291672298,552.4009955991373
FL_StPetersburg_C16,FL,St. Petersburg,Tampa-St. Petersburg,C,C16,S,early37,0,0,NA,Other_NA,1764.7370305079864,3115.9416744857863,Other_NA,Other_NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,146.6384291672298,552.4009955991373
FL_StPetersburg_C17,FL,St. Petersburg,Tampa-St. Petersburg,C,C17,S,early37,0,0,NA,Other_NA,1764.7370305079864,3115.9416744857863,Other_NA,Other_NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,146.6384291672298,552.4009955991373
FL_StPetersburg_C18,FL,St. Petersburg,Tampa-St. Petersburg,C,C18,S,early37,0,0,NA,Other_NA,1764.7370305079864,3115.9416744857863,Other_NA,Other_NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,146.6384291672298,552.4009955991373
FL_StPetersburg_C19,FL,St. Petersburg,Tampa-St. Petersburg,C,C19,S,early37,0,0,NA,Other_NA,1764.7370305079864,3115.9416744857863,Other_NA,Other_NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,146.6384291672298,552.4009955991373
FL_StPetersburg_C20,FL,St. Petersburg,Tampa-St. Petersburg,C,C20,S,early37,0,0,NA,Other_NA,1764.7370305079864,3115.9416744857863,Other_NA,Other_NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,146.6384291672298,552.4009955991373
FL_StPetersburg_D11,FL,St. Petersburg,Tampa-St. Petersburg,D,D11,S,early37,0,0,NA,Other_NA,1522.4777009028269,2653.62601640036,Other_NA,Other_NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,131.16862382606064,474.86582779018863
FL_StPetersburg_D12,FL,St. Petersburg,Tampa-St. Petersburg,D,D12,S,early37,0,0,NA,Other_NA,1522.4777009028269,2653.62601640036,Other_NA,Other_NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,131.16862382606064,474.86582779018863
FL_StPetersburg_D13,FL,St. Petersburg,Tampa-St. Petersburg,D,D13,S,early37,0,0,NA,Other_NA,1522.4777009028269,2653.62601640036,Other_NA,Other_NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,131.16862382606064,474.86582779018863
FL_StPetersburg_D14,FL,St. Petersburg,Tampa-St. Petersburg,D,D14,S,early37,0,0,NA,Other_NA,1522.4777009028269,2653.62601640036,Other_NA,Other_NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,131.16862382606064,474.86582779018863
FL_StPetersburg_D8,FL,St. Petersburg,Tampa-St. Petersburg,D,D8,S,early37,0,0,NA,Other_NA,1522.4777009028269,2653.62601640036,Other_NA,Other_NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,131.16862382606064,474.86582779018863
FL_StPetersburg_D9,FL,St. Petersburg,Tampa-St. Petersburg,D,D9,S,early37,0,0,NA,Other_NA,1522.4777009028269,2653.62601640036,Other_NA,Other_NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,131.16862382606064,474.86582779018863
IN_Evansville_C12,IN,Evansville,Evansville,C,C12,MW,early37,0,0,NA,Other_NA,1741.5863668473794,2428.4905802106787,Other_NA,Other_NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,143.74119464335513,387.90763327582454
IN_Evansville_D1,IN,Evansville,Evansville,D,D1,MW,early37,0,0,NA,Other_NA,1502.5051108936345,2068.172789304132,Other_NA,Other_NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,129.00259653625085,334.99070788770314
IN_Evansville_D3,IN,Evansville,Evansville,D,D3,MW,early37,0,0,NA,Other_NA,1502.5051108936345,2068.172789304132,Other_NA,Other_NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,129.00259653625085,334.99070788770314
IN_Evansville_D5,IN,Evansville,Evansville,D,D5,MW,early37,0,0,NA,Other_NA,1502.5051108936345,2068.172789304132,Other_NA,Other_NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,129.00259653625085,334.99070788770314
MD_Baltimore_A6,MD,Baltimore,Baltimore,A,A6,NE,early37,0,0,NA,Other_NA,4340.612903184497,5072.631002665398,Other_NA,Other_NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,388.3690355114477,959.2752492468326
MD_Baltimore_B21,MD,Baltimore,Baltimore,B,B21,NE,early37,0,0,NA,Upper,3542.8782318362796,3527.954794215823,Other_NA,Other_NA,0,NA,NA,White collar class,NA,NA,NA,NA,0,0,1,1,NA,260.1906731745171,638.119482939655
MD_Baltimore_B22,MD,Baltimore,Baltimore,B,B22,NE,early37,0,0,NA,Other_NA,2450.966073855592,2646.0486285456363,Other_NA,Other_NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,209.30504850245643,494.1055922613232
MD_Baltimore_B23,MD,Baltimore,Baltimore,B,B23,NE,early37,0,0,NA,Other_NA,2450.966073855592,2646.0486285456363,Other_NA,Other_NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,209.30504850245643,494.1055922613232
MD_Baltimore_C16,MD,Baltimore,Baltimore,C,C16,NE,early37,0,0,NA,Other_NA,1869.4295167002927,1962.821795193804,Other_NA,Other_NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,156.6714475751212,364.94374391794054
MD_Baltimore_C18,MD,Baltimore,Baltimore,C,C18,NE,early37,0,0,NA,Mid_Mix,1852.8450467090076,1748.3745214402757,Other_NA,Other_NA,0,NA,NA,Skilled labor-clerks,NA,NA,NA,NA,0,0,1,1,NA,131.87805845620937,314.28707970052255
MD_Baltimore_C20,MD,Baltimore,Baltimore,C,C20,NE,early37,0,0,NA,Other_NA,1869.4295167002927,1962.821795193804,Other_NA,Other_NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,156.6714475751212,364.94374391794054
MD_Baltimore_C21,MD,Baltimore,Baltimore,C,C21,NE,early37,0,0,NA,Other_NA,1869.4295167002927,1962.821795193804,Other_NA,Other_NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,156.6714475751212,364.94374391794054
MD_Baltimore_C22,MD,Baltimore,Baltimore,C,C22,NE,early37,0,0,NA,Other_NA,1869.4295167002927,1962.821795193804,Other_NA,Other_NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,156.6714475751212,364.94374391794054
NC_Winston-Salem_C6,NC,Winston-Salem,Winston-Salem,C,C6,S,early37,0,0,NA,Other_NA,1764.7370305079864,2195.8529549860878,Other_NA,Other_NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,146.6384291672298,375.4190369215812
NC_Winston-Salem_C7,NC,Winston-Salem,Winston-Salem,C,C7,S,early37,0,0,NA,Other_NA,1764.7370305079864,2195.8529549860878,Other_NA,Other_NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,146.6384291672298,375.4190369215812
NC_Winston-Salem_C8,NC,Winston-Salem,Winston-Salem,C,C8,S,early37,0,0,NA,Other_NA,1764.7370305079864,2195.8529549860878,Other_NA,Other_NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,146.6384291672298,375.4190369215812
NC_Winston-Salem_D4,NC,Winston-Salem,Winston-Salem,D,D4,S,early37,0,0,NA,Other_NA,1522.4777009028269,1870.051861770581,Other_NA,Other_NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,131.16862382606064,324.2657228445462
NH_Manchester_D8,NH,Manchester,Manchester,D,D8,NE,early37,0,0,NA,Other_NA,1612.798226241371,1903.0190085573545,Other_NA,Other_NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,141.12066321064208,413.9758261818706
NJ_Trenton_A1,NJ,Trenton,Trenton,A,A1,NE,early37,0,0,NA,Other_NA,4340.612903184497,6621.643225445348,Other_NA,Other_NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,388.3690355114477,1083.5759836184307
NJ_Trenton_B1,NJ,Trenton,Trenton,B,B1,NE,early37,0,0,NA,Other_NA,2450.966073855592,3454.0635749380767,Other_NA,Other_NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,209.30504850245643,557.5717251850197
NJ_Trenton_B5,NJ,Trenton,Trenton,B,B5,NE,early37,0,0,NA,Other_NA,2450.966073855592,3454.0635749380767,Other_NA,Other_NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,209.30504850245643,557.5717251850197
NJ_Trenton_C1,NJ,Trenton,Trenton,C,C1,NE,early37,0,0,NA,Other_NA,1869.4295167002927,2562.202067540935,Other_NA,Other_NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,156.6714475751212,411.0864557998425
NJ_Trenton_C13,NJ,Trenton,Trenton,C,C13,NE,early37,0,0,NA,Other_NA,1869.4295167002927,2562.202067540935,Other_NA,Other_NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,156.6714475751212,411.0864557998425
NJ_Trenton_C3,NJ,Trenton,Trenton,C,C3,NE,early37,0,0,NA,Other_NA,1869.4295167002927,2562.202067540935,Other_NA,Other_NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,156.6714475751212,411.0864557998425
NJ_Trenton_C5,NJ,Trenton,Trenton,C,C5,NE,early37,0,0,NA,Other_NA,1869.4295167002927,2562.202067540935,Other_NA,Other_NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,156.6714475751212,411.0864557998425
NJ_Trenton_C8,NJ,Trenton,Trenton,C,C8,NE,early37,0,0,NA,Other_NA,1869.4295167002927,2562.202067540935,Other_NA,Other_NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,156.6714475751212,411.0864557998425
PA_Erie_B1,PA,Erie,Erie,B,B1,MW,early37,0,0,NA,Other_NA,2283.3538583293293,2984.449680071971,Other_NA,Other_NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,192.34478402688183,487.2313699422075
PA_Erie_B15,PA,Erie,Erie,B,B15,MW,early37,0,0,NA,Other_NA,2283.3538583293293,2984.449680071971,Other_NA,Other_NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,192.34478402688183,487.2313699422075
PA_Erie_B16,PA,Erie,Erie,B,B16,MW,early37,0,0,NA,Other_NA,2283.3538583293293,2984.449680071971,Other_NA,Other_NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,192.34478402688183,487.2313699422075
PA_Erie_B17,PA,Erie,Erie,B,B17,MW,early37,0,0,NA,Other_NA,2283.3538583293293,2984.449680071971,Other_NA,Other_NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,192.34478402688183,487.2313699422075
PA_Erie_B2,PA,Erie,Erie,B,B2,MW,early37,0,0,NA,Other_NA,2283.3538583293293,2984.449680071971,Other_NA,Other_NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,192.34478402688183,487.2313699422075
PA_Erie_B3,PA,Erie,Erie,B,B3,MW,early37,0,0,NA,Other_NA,2283.3538583293293,2984.449680071971,Other_NA,Other_NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,192.34478402688183,487.2313699422075
PA_Erie_C1,PA,Erie,Erie,C,C1,MW,early37,0,0,NA,Other_NA,1741.5863668473794,2213.8455111931094,Other_NA,Other_NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,143.74119464335513,359.7964401565123
PA_Erie_C14,PA,Erie,Erie,C,C14,MW,early37,0,0,NA,Other_NA,1741.5863668473794,2213.8455111931094,Other_NA,Other_NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,143.74119464335513,359.7964401565123
PA_Erie_C17,PA,Erie,Erie,C,C17,MW,early37,0,0,NA,Other_NA,1741.5863668473794,2213.8455111931094,Other_NA,Other_NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,143.74119464335513,359.7964401565123
PA_Erie_C19,PA,Erie,Erie,C,C19,MW,early37,0,0,NA,Other_NA,1741.5863668473794,2213.8455111931094,Other_NA,Other_NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,143.74119464335513,359.7964401565123
PA_Erie_C2,PA,Erie,Erie,C,C2,MW,early37,0,0,NA,Other_NA,1741.5863668473794,2213.8455111931094,Other_NA,Other_NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,143.74119464335513,359.7964401565123
PA_Erie_C4,PA,Erie,Erie,C,C4,MW,early37,0,0,NA,Other_NA,1741.5863668473794,2213.8455111931094,Other_NA,Other_NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,143.74119464335513,359.7964401565123
PA_Erie_C5,PA,Erie,Erie,C,C5,MW,early37,0,0,NA,Other_NA,1741.5863668473794,2213.8455111931094,Other_NA,Other_NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,143.74119464335513,359.7964401565123
PA_Erie_D1,PA,Erie,Erie,D,D1,MW,early37,0,0,NA,Other_NA,1502.5051108936345,1885.3748428274641,Other_NA,Other_NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,129.00259653625085,310.66900410841595
PA_Erie_D6,PA,Erie,Erie,D,D6,MW,early37,0,0,NA,Other_NA,1502.5051108936345,1885.3748428274641,Other_NA,Other_NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,129.00259653625085,310.66900410841595
PA_Erie_D7,PA,Erie,Erie,D,D7,MW,early37,0,0,NA,Other_NA,1502.5051108936345,1885.3748428274641,Other_NA,Other_NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,129.00259653625085,310.66900410841595
PA_Johnstown_D5,PA,Johnstown,Johnstown,D,D5,MW,early37,0,0,NA,Other_NA,1502.5051108936345,1885.3748428274641,Other_NA,Other_NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,129.00259653625085,310.66900410841595
PA_Philadelphia_B4,PA,Philadelphia,Philly-Camden,B,B4,NE,early37,0,0,NA,Other_NA,2450.966073855592,2984.449680071971,Other_NA,Other_NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,209.30504850245643,487.2313699422075
PA_Philadelphia_C1,PA,Philadelphia,Philly-Camden,C,C1,NE,early37,0,0,NA,Other_NA,1869.4295167002927,2213.8455111931094,Other_NA,Other_NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,156.6714475751212,359.7964401565123
PA_Philadelphia_D1,PA,Philadelphia,Philly-Camden,D,D1,NE,early37,0,0,NA,Other_NA,1612.798226241371,1885.3748428274641,Other_NA,Other_NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,141.12066321064208,310.66900410841595
PA_Philadelphia_D4b,PA,Philadelphia,Philly-Camden,D,D4b,NE,early37,0,0,NA,Other_NA,1612.798226241371,1885.3748428274641,Other_NA,Other_NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,141.12066321064208,310.66900410841595
PA_Philadelphia_D4c,PA,Philadelphia,Philly-Camden,D,D4c,NE,early37,0,0,NA,Other_NA,1612.798226241371,1885.3748428274641,Other_NA,Other_NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,141.12066321064208,310.66900410841595
PA_Philadelphia_D4d,PA,Philadelphia,Philly-Camden,D,D4d,NE,early37,0,0,NA,Other_NA,1612.798226241371,1885.3748428274641,Other_NA,Other_NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,141.12066321064208,310.66900410841595
PA_Philadelphia_E1,PA,Philadelphia,Philly-Camden,A,E1,NE,early37,0,0,NA,Other_NA,4340.612903184497,5721.365741244467,Other_NA,Other_NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,388.3690355114477,946.0931500856614
PA_Philadelphia_E2,PA,Philadelphia,Philly-Camden,B,E2,NE,early37,0,0,NA,Other_NA,2450.966073855592,2984.449680071971,Other_NA,Other_NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,209.30504850245643,487.2313699422075
PA_Philadelphia_E3,PA,Philadelphia,Philly-Camden,B,E3,NE,early37,0,0,NA,Other_NA,2450.966073855592,2984.449680071971,Other_NA,Other_NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,209.30504850245643,487.2313699422075
PA_Philadelphia_E4,PA,Philadelphia,Philly-Camden,B,E4,NE,early37,0,0,NA,Other_NA,2450.966073855592,2984.449680071971,Other_NA,Other_NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,209.30504850245643,487.2313699422075
PA_Philadelphia_E5,PA,Philadelphia,Philly-Camden,C,E5,NE,early37,5.369565217391305,0,NA,Other_NA,1825.5995306143132,2167.898758782316,Other_NA,Other_NA,0,Yes (Scattered),NA,NA,NA,NA,NA,NA,1,0,1,1,NA,152.68581061070586,352.2147092443747
PA_Philadelphia_E6,PA,Philadelphia,Philly-Camden,B,E6,NE,early37,0,0,NA,Other_NA,2450.966073855592,2984.449680071971,Other_NA,Other_NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,209.30504850245643,487.2313699422075
PA_Philadelphia_E7,PA,Philadelphia,Philly-Camden,B,E7,NE,early37,0,0,NA,Other_NA,2450.966073855592,2984.449680071971,Other_NA,Other_NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,209.30504850245643,487.2313699422075
PA_Pittsburgh_D30,PA,Pittsburgh,Pittsburgh,D,D30,MW,early37,0,0,NA,Other_NA,1502.5051108936345,1885.3748428274641,Other_NA,Other_NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,129.00259653625085,310.66900410841595
VA_Richmond_B7,VA,Richmond,Richmond,B,B7,S,early37,0,0,NA,Other_NA,2313.706161378199,2963.7591737861494,Other_NA,Good,0,NA,NA,NA,NA,NA,NA,Good,0,0,1,1,NA,195.90233122200016,490.61099108761755
VA_Richmond_C5,VA,Richmond,Richmond,C,C5,S,early37,0,0,NA,Other_NA,1764.7370305079864,2198.4974271657456,Other_NA,Other_NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,146.6384291672298,361.0108100287862
VA_Richmond_D9,VA,Richmond,Richmond,D,D9,S,early37,0,0,NA,Other_NA,1522.4777009028269,1872.3039707343164,Other_NA,Other_NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,131.16862382606064,311.6166770004029
WI_Madison_C15,WI,Madison,Madison,C,C15,MW,early37,0,0,NA,Other_NA,1741.5863668473794,2641.4915745035432,Other_NA,Other_NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,143.74119464335513,434.25246233037296
WI_Madison_D10,WI,Madison,Madison,D,D10,MW,early37,0,0,NA,Other_NA,1502.5051108936345,2249.5705942126488,Other_NA,Other_NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,129.00259653625085,373.6387702896045
WI_Madison_D9,WI,Madison,Madison,D,D9,MW,early37,0,0,NA,Other_NA,1502.5051108936345,2249.5705942126488,Other_NA,Other_NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,129.00259653625085,373.6387702896045
AL_Birmingham_D11,AL,Birmingham,Birmingham,D,D11,S,late37,0,0,NA,Other_NA,1522.4777009028269,2431.3149252660114,Other_NA,Other_NA,0,N/A None,None N A,N/A,N/A,N/A N\/A N\/A,N/A N\/A N\/A,N/A,0,0,1,1,NA,131.16862382606064,423.22668302085776
AL_Birmingham_D13,AL,Birmingham,Birmingham,D,D13,S,late37,0,0,NA,Other_NA,1522.4777009028269,2431.3149252660114,Other_NA,Other_NA,0,None None,None N A,N/A,N/A,N/A N\/A N\/A,N/A N\/A N\/A,N/A,0,0,1,1,NA,131.16862382606064,423.22668302085776
CA_Sacramento_C30,CA,Sacramento,Sacramento,C,C30,W,late37,0,0,NA,Lower,1185.177203074284,1420.392418771986,Other_NA,Poor,0,None,NA,Sustenance homesteaders,?,NA,NA,None,0,0,1,1,NA,86.96024952013158,217.7893224995803
CA_Stockton_A1,CA,Stockton,Stockton,A,A1,W,late37,0,0,NA,Other_NA,3711.666440337194,5588.078948248048,Other_NA,Other_NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,338.1730324711275,913.8618984561263
CA_Stockton_B13,CA,Stockton,Stockton,B,B13,W,late37,0,0,NA,Other_NA,2095.8258028631544,2914.9229718162173,Other_NA,Good,0,NA,NA,NA,NA,NA,NA,Ample/ apparently,0,0,1,1,NA,182.76657514032513,469.92212836672206
CA_Stockton_B15,CA,Stockton,Stockton,B,B15,W,late37,0,0,NA,Other_NA,2095.8258028631544,2914.9229718162173,Other_NA,Other_NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,182.76657514032513,469.92212836672206
CA_Stockton_B3,CA,Stockton,Stockton,B,B3,W,late37,0,0,NA,Other_NA,2095.8258028631544,2914.9229718162173,Other_NA,Other_NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,182.76657514032513,469.92212836672206
CA_Stockton_B5,CA,Stockton,Stockton,B,B5,W,late37,0,0,NA,Other_NA,2095.8258028631544,2914.9229718162173,Other_NA,Other_NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,182.76657514032513,469.92212836672206
CO_Denver_D11,CO,Denver,Denver,D,D11,W,late37,0,0,NA,Other_NA,1379.106864605155,2126.235658448796,Other_NA,Other_NA,0,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,NA,120.71452934775039,420.4610774103062
CT_Hartford_A5,CT,Hartford,Greater Hartford,A,A5,NE,late37,0,0,NA,Other_NA,4340.612903184497,5586.687372125513,Other_NA,Good,0,NA,NA,NA,NA,NA,NA,Ample,0,0,1,1,NA,388.3690355114477,969.1949843291059
CT_Hartford_A6,CT,Hartford,Greater Hartford,A,A6,NE,late37,0,0,NA,Other_NA,4340.612903184497,5586.687372125513,Other_NA,Good,0,NA,NA,NA,NA,NA,NA,Ample,0,0,1,1,NA,388.3690355114477,969.1949843291059
